PCE_ave(%),n(SMILES),p(SMILES)
12.25,O=C1C2=C(C=C3C(C=CC=C3)=C2)C(/C1=C\C4=CC(C(C5=CC=C(CCCCCC)C=C5)(C6=C7SC8=C(C(C=C9)=CC=C9SCC(CCCC)CC)C(C(S%10)=C(C%11=C%10C(SC(/C=C%12\C(C(C=C%13C(C=CC=C%13)=C%14)=C%14C%12=O)=C(C#N)/C#N)=C%15)=C%15C%11(C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)S%18)=C%18C(C%19=CC=C(C=C%19)SCC(CC)CCCC)=C68)C%20=CC=C(CCCCCC)C=C%20)=C7S4)=C(C#N)\C#N,CC(SC1=C2C3=CC=C(SCC(CCCC)CCCCCC)S3)=CC1=C(C4=CC=C(SCC(CCCC)CCCCCC)S4)C5=C2C(SC(C6=CC=C(C7=C(F)C(F)=C(C8=CC=C(C)S8)C9=NN(CC(CCCCCC)CCCCCCCC)N=C97)S6)=C%10)=C%10S5
6.19,O=C1C2=C(C=CC=C2)C(/C1=C\C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=C6SC7=C(C(C=C8)=CC=C8SCC(CCCC)CC)C9=C(C(C%10=CC=C(C=C%10)SCC(CC)CCCC)=C57)SC(C%11=C%12C=C(/C=C%13\C(C(C=CC=C%14)=C%14C%13=O)=C(C#N)/C#N)S%11)=C9C%12(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)=C6S3)=C(C#N)\C#N,CC(S1)=CC=C1C(C2=NN(CC(CCCCCC)CCCCCCCC)N=C23)=C(F)C(F)=C3C4=CC=C(C5=CC6=C(S5)C7=C(C(C8=CC=C(SCC(CCCC)CCCCCC)S8)=C9C(SC(C)=C%10)=C%10SC9=C7C%11=CC=C(SCC(CCCC)CCCCCC)S%11)S6)S4
4.7,O=C1C2=C(C=C3C(C=CC=C3)=C2)C(/C1=C\C4=CC(C(C5=CC=C(CCCCCC)C=C5)(C6=C7SC8=C(C(C=C9)=CC=C9SCC(CCCC)CC)C%10=C(C(C%11=CC=C(C=C%11)SCC(CC)CCCC)=C68)SC(C%12=C%13C=C(/C=C%14\C(C(C=C%15C(C=CC=C%15)=C%16)=C%16C%14=O)=C(C#N)/C#N)S%12)=C%10C%13(C%17=CC=C(CCCCCC)C=C%17)C%18=CC=C(CCCCCC)C=C%18)C%19=CC=C(CCCCCC)C=C%19)=C7S4)=C(C#N)\C#N,CC(S1)=CC=C1C(C2=NN(CC(CCCCCC)CCCCCCCC)N=C23)=C(F)C(F)=C3C4=CC=C(C5=CC6=C(S5)C7=C(C(C8=CC=C(SCC(CCCC)CCCCCC)S8)=C9C(SC(C)=C%10)=C%10SC9=C7C%11=CC=C(SCC(CCCC)CCCCCC)S%11)S6)S4
5.97,O=C1C2=C(C=CC=C2)C(/C1=C\C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=C6SC7=C(C(C=C8)=CC=C8SCC(CCCC)CC)C(C(S9)=C(C%10=C9C(SC(/C=C%11\C(C(C=CC=C%12)=C%12C%11=O)=C(C#N)/C#N)=C%13)=C%13C%10(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)S%16)=C%16C(C%17=CC=C(C=C%17)SCC(CC)CCCC)=C57)C%18=CC=C(CCCCCC)C=C%18)=C6S3)=C(C#N)\C#N,CC(S1)=CC=C1C(C2=NN(CC(CCCCCC)CCCCCCCC)N=C23)=C(F)C(F)=C3C4=CC=C(C5=CC6=C(S5)C7=C(C(C8=CC=C(SCC(CCCC)CCCCCC)S8)=C9C(SC(C)=C%10)=C%10SC9=C7C%11=CC=C(SCC(CCCC)CCCCCC)S%11)S6)S4
5.13,O=C1C2=C(C=C3C(C=CC=C3)=C2)C(/C1=C\C4=CC(C(C5=CC=C(CCCCCC)C=C5)(C6=C7SC8=C(C(C=C9)=CC=C9SCC(CCCC)CC)C(C(S%10)=C(C%11=C%10C(SC(/C=C%12\C(C(C=C%13C(C=CC=C%13)=C%14)=C%14C%12=O)=C(C#N)/C#N)=C%15)=C%15C%11(C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)S%18)=C%18C(C%19=CC=C(C=C%19)SCC(CC)CCCC)=C68)C%20=CC=C(CCCCCC)C=C%20)=C7S4)=C(C#N)\C#N,CC(S1)=CC=C1C(C2=NN(CC(CCCCCC)CCCCCCCC)N=C23)=C(F)C(F)=C3C4=CC=C(C5=CC6=C(S5)C7=C(C(C8=CC=C(SCC(CCCC)CCCCCC)S8)=C9C(SC(C)=C%10)=C%10SC9=C7C%11=CC=C(SCC(CCCC)CCCCCC)S%11)S6)S4
9.2,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
10.5,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
3.82,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC=C(/C(C(C=C/4)=NC4=C5\C6=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C6)=C7C=C/C8=C(C9=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C9)/C%10=N/C(C=C%10)=C(C%11=CC=C(/C=C%12C(C(C=C(F)C(F)=C%13)=C%13C\%12=C(C#N)\C#N)=O)S%11)\C%14=CC=C5N%14[Zn]N8\7)S3,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1
6.98,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC=C(/C(C(C=C/4)=NC4=C5\C6=C(OCCCCCCCCCCCC)C=CC=C6OCCCCCCCCCCCC)=C7C=C/C8=C(C9=C(OCCCCCCCCCCCC)C=CC=C9OCCCCCCCCCCCC)/C%10=N/C(C=C%10)=C(C%11=CC=C(/C=C%12C(C(C=C(F)C(F)=C%13)=C%13C\%12=C(C#N)\C#N)=O)S%11)\C%14=CC=C5N%14[Zn]N8\7)S3,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1
5.48,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC=C(/C(C(C=C/4)=NC4=C5\C6=CC(C(C)(C)C)=CC(C(C)(C)C)=C6)=C7C=C/C8=C(C9=CC(C(C)(C)C)=CC(C(C)(C)C)=C9)/C%10=N/C(C=C%10)=C(C%11=CC=C(/C=C%12C(C(C=C(F)C(F)=C%13)=C%13C\%12=C(C#N)\C#N)=O)S%11)\C%14=CC=C5N%14[Zn]N8\7)S3,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1
7.08,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(C%13=CC=C(C%14=C(F)C(F)=C(C(S%15)=CC=C%15C%16=CC(S%17)=C(S%16)C%18=C%17C%19=C(C(C%20=CC=C(CCCCCC)C=C%20)%18C%21=CC=C(CCCCCC)C=C%21)C=C%22C(C(C%23=C%22SC%24=C%23SC(/C=C%25C(C(C=C(F)C(F)=C%26)=C%26C\%25=C(C#N)/C#N)=O)=C%24)(C%27=CC=C(CCCCCC)C=C%27)C%28=CC=C(CCCCCC)C=C%28)=C%19)C%29=NSN=C%29%14)S%13)=C%30)=C%30S%12,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
9.01,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(C%13=CC=C(C%14=C(C#N)C(C#N)=C(C(S%15)=CC=C%15C%16=CC(S%17)=C(S%16)C%18=C%17C%19=C(C(C%20=CC=C(CCCCCC)C=C%20)%18C%21=CC=C(CCCCCC)C=C%21)C=C%22C(C(C%23=C%22SC%24=C%23SC(/C=C%25C(C(C=C(F)C(F)=C%26)=C%26C\%25=C(C#N)/C#N)=O)=C%24)(C%27=CC=C(CCCCCC)C=C%27)C%28=CC=C(CCCCCC)C=C%28)=C%19)C%29=NSN=C%29%14)S%13)=C%30)=C%30S%12,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
12.5,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(C%13=CC=C(C%14=C(C#N)C(C#N)=C(C(S%15)=CC=C%15C%16=CC(S%17)=C(S%16)C%18=C%17C%19=C(C(C%20=CC=C(CCCCCC)C=C%20)%18C%21=CC=C(CCCCCC)C=C%21)C=C%22C(C(C%23=C%22SC%24=C%23SC(/C=C%25C(C(C=C(F)C(F)=C%26)=C%26C\%25=C(C#N)/C#N)=O)=C%24)(C%27=CC=C(CCCCCC)C=C%27)C%28=CC=C(CCCCCC)C=C%28)=C%19)C%29=NSN=C%29%14)S%13)=C%30)=C%30S%12,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
14.02,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=C(CCCCCCCCCCC)C(SC4=C5N(CC(CC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CC)CCCC)C9=C8SC%10=C9SC(/C=C%11/C(C%12=C(C%11=O)C=C(F)C(F)=C%12)=C(C#N)\C#N)=C%10CCCCCCCCCCC)=C5S3,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C(C7=NN(CCC(CC)CCCC)N=C87)=C(C(N9CCCCCCCC)=O)C(C9=O)=C8C%10=CC=C(C)S%10)S6
14.96,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=C(CCCCCCCCCCC)C(SC4=C5N(CC(CC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CC)CCCC)C9=C8SC%10=C9SC(/C=C%11/C(C%12=C(C%11=O)C=C(F)C(F)=C%12)=C(C#N)\C#N)=C%10CCCCCCCCCCC)=C5S3,CC(SC1=C2C3=CC(Cl)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(Cl)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C(C7=NN(CCC(CC)CCCC)N=C87)=C(C(N9CCCCCCCC)=O)C(C9=O)=C8C%10=CC=C(C)S%10)S6
15.5,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=C(CCCCCCCCCCC)C(SC4=C5N(CC(CC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CC)CCCC)C9=C8SC%10=C9SC(/C=C%11/C(C%12=C(C%11=O)C=C(F)C(F)=C%12)=C(C#N)\C#N)=C%10CCCCCCCCCCC)=C5S3,CC(SC1=C2C(C=C3F)=CC(F)=C3CC(CC)CCCC)=CC1=C(C4=CC(F)=C(C(F)=C4)CC(CC)CCCC)C5=C2C=C(S5)C6=CC=C(C(C7=NN(CCC(CC)CCCC)N=C87)=C(C(N9CCCCCCCC)=O)C(C9=O)=C8C%10=CC=C(C)S%10)S6
8.44,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=C(CCCCCCCCCCC)C(SC4=C5N(CC(CC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CC)CCCC)C9=C8SC%10=C9SC(/C=C%11/C(C%12=C(C%11=O)C=C(F)C(F)=C%12)=C(C#N)\C#N)=C%10CCCCCCCCCCC)=C5S3,CC1=CC(C(S1)=C2C3=CC=C(CC(CC)CCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=C6N=C(C9=CC=CC(OCCCCCCCC)=C9)C(C%10=CC(OCCCCCCCC)=CC=C%10)=N8)S5)S4)C%11=CC=C(CC(CC)CCCC)S%11
11.84,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=C(CCCCCCCCCCC)C(SC4=C5N(CC(CC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CC)CCCC)C9=C8SC%10=C9SC(/C=C%11/C(C%12=C(C%11=O)C=C(F)C(F)=C%12)=C(C#N)\C#N)=C%10CCCCCCCCCCC)=C5S3,CC1=CC(C(S1)=C2C3=CC(F)=C(CC(CC)CCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=C6N=C(C9=CC=CC(OCCCCCCCC)=C9)C(C%10=CC(OCCCCCCCC)=CC=C%10)=N8)S5)S4)C%11=CC(F)=C(CC(CC)CCCC)S%11
13.01,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=C(CCCCCCCCCCC)C(SC4=C5N(CC(CC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CC)CCCC)C9=C8SC%10=C9SC(/C=C%11/C(C%12=C(C%11=O)C=C(F)C(F)=C%12)=C(C#N)\C#N)=C%10CCCCCCCCCCC)=C5S3,CC1=CC(C(S1)=C2C3=CC(F)=C(SCC(CC)CCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=C6N=C(C9=CC=CC(OCCCCCCCC)=C9)C(C%10=CC(OCCCCCCCC)=CC=C%10)=N8)S5)S4)C%11=CC(F)=C(SCC(CC)CCCC)S%11
10.63,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=C(CCCCCCCCCCC)C(SC4=C5N(CC(CC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CC)CCCC)C9=C8SC%10=C9SC(/C=C%11/C(C%12=C(C%11=O)C=C(F)C(F)=C%12)=C(C#N)\C#N)=C%10CCCCCCCCCCC)=C5S3,CC(S1)=CC=C1C(C2=NN(CC(CCCCCC)CCCCCCCC)N=C23)=C(F)C(F)=C3C4=CC=C(C5=CC(S6)=C(S5)C7=C6C8=C(C(C9=CC=C(CCCCCC)C=C9)7C%10=CC=C(CCCCCC)C=C%10)C=C%11C(C(C%12=C%11SC%13=C%12SC(C)=C%13)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C8)S4
7.08,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=C(CCCCCCCCCCC)C(SC4=C5N(CC(CC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CC)CCCC)C9=C8SC%10=C9SC(/C=C%11/C(C%12=C(C%11=O)C=C(F)C(F)=C%12)=C(C#N)\C#N)=C%10CCCCCCCCCCC)=C5S3,CC1=CC(C(S1)=C2C3=CC=C(CC(CC)CCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C68)S5)S4)C9=CC=C(CC(CC)CCCC)S9
10.45,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC7=C(C(SC(C)=C8)=C8C(N7CC(CCCCCCCC)CCCCCCCCCC)=O)S6)S5
9.66,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C3=CC(S4)=C(S3)C(C(C5=CC=C(CCCCCC)C=C5)6C7=CC=C(CCCCCC)C=C7)=C4C8=C6C9=CC(SC(C%10=C%11C(SC(/C=C%12/C(C(C=C(F)C(F)=C%13)=C%13C%12=O)=C(C#N)\C#N)=C%14)=C%14S%10)=C%15C%11(C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)=C%15C=C9S8)=C(C#N)\C#N,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC7=C(C(SC(C)=C8)=C8C(N7CC(CCCCCCCC)CCCCCCCCCC)=O)S6)S5
6.12,CCCCCCC(C=C1)=CC=C1C2(C(C(SC(/C=C3/C(C(C=C4F)=C(C3=O)C=C4F)=C(C#N)\C#N)=C5)=C5S6)=C6C(S7)=C(O2)C8=C7C9=C(S8)C%10=C(C(C%11=CC=C(CCCCCC)C=C%11)(O9)C%12=CC=C(CCCCCC)C=C%12)C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\%13=C(C#N)\C#N)=O)=C%15)=C%15S%10)C%16=CC=C(CCCCCC)C=C%16,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC7=C(C(SC(C)=C8)=C8C(N7CC(CCCCCCCC)CCCCCCCCCC)=O)S6)S5
9.87,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
11.51,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,CC(SC1=C2C3=CC(F)=C(SCC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(SCC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5
9.92,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
10.3,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
9.63,O=C1C2=C(C(/C1=C/C(S3)=CC4=C3C5=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C8=C(CCCCCCCC)C(SC9=C%10C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C9SC(/C=C%14C(C(C=CC(F)=C%15)=C%15C\%14=C(C#N)\C#N)=O)=C%13)=C%10C(CCCCCCCC)=C8S5)=C(C#N)/C#N)C=C(F)C=C2,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
12.9,O=C(C(C=C(Cl)C(Cl)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C(CCCCCCCC)(CCCCCCCC)C4=C5C=C(C6(CCCCCCCC)CCCCCCCC)C(C(C6=C7)=CC8=C7C(SC(/C=C9/C(C%10=C(C9=O)C=C(Cl)C(Cl)=C%10)=C(C#N)\C#N)=C%11)=C%11C8(CCCCCCCC)CCCCCCCC)=C4)=C5S3,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
13.53,O=C(C(C=C(Cl)C(Cl)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C(CCCCCCCC)(CCCCCCCC)C4=C5C=C(C6(CCCCCCCC)CCCCCCCC)C(C(C6=C7)=CC8=C7C(SC(/C=C9/C(C%10=C(C9=O)C=C(Cl)C(Cl)=C%10)=C(C#N)\C#N)=C%11)=C%11C8(CCCCCCCC)CCCCCCCC)=C4)=C5S3,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
13.8,O=C(C(C=C(Cl)C(Cl)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C(CCCCCCCC)(CCCCCCCC)C4=C5C=C(C6(CCCCCCCC)CCCCCCCC)C(C(C6=C7)=CC8=C7C(SC(/C=C9/C(C%10=C(C9=O)C=C(Cl)C(Cl)=C%10)=C(C#N)\C#N)=C%11)=C%11C8(CCCCCCCC)CCCCCCCC)=C4)=C5S3,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
11.93,O=C(C(C=C(Cl)C(Cl)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C(CCCCCCCC)(CCCCCCCC)C4=C5C=C(C6(CCCCCCCC)CCCCCCCC)C(C(C6=C7)=CC8=C7C(SC(/C=C9/C(C%10=C(C9=O)C=C(Cl)C(Cl)=C%10)=C(C#N)\C#N)=C%11)=C%11C8(CCCCCCCC)CCCCCCCC)=C4)=C5S3,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6
